,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating,Rating
6793,1.5,4.0,,3.0,,,,4.0,,,,,,,,,,,,
6794,1.5,,,,,,,,,,,,,,,,,3.5,,
6796,3.12,4.5,,3.94,,,,4.4,4.0,,,,3.5,,,4.5,4.5,,,
6797,3.5,,,1.0,,,,,,,,,,,,,,,,
6798,3.0,,,,,,,,,,,,,,,,,,,
6800,,,,3.0,,,,,,,,,,,,,,,,
6803,,,,4.0,,,,,,,,,,,,,,,,
6806,,,,,,,,,3.0,,,,,,,,,,,
6807,3.5,5.0,4.0,3.75,2.0,,4.5,5.0,,,,,3.9,,,4.0,4.2,3.5,,4.75
6808,,,,1.5,,,,,2.0,,,,,,,,,,4.0,
6810,3.0,,,1.0,,,,,,,,,,,,,,,,
6811,,,4.0,4.0,,,,,1.5,,,,,,,2.0,,,,
6812,2.5,,,,,,,,,,,,,,,,,,,
6813,3.0,,,1.5,,,,,,,,,,,,,,,,
6814,3.0,,,,,,,,,,,,,,,,,,,
6816,,,,4.0,,,,,4.0,,,,,,,,,,,
6818,4.0,,,4.5,,,,,,,,,,,,,,,,
6820,,,,3.17,,,,,2.5,,,,,,,,,,,
6822,3.0,,,,,,,,,,,,,,,,,,,
6826,,,,1.0,,,,,,,,,,,,,,,,
6827,2.0,,,,,,3.0,,,,,,,,,,,,,
6828,,,,,,,,,,,,,,,,,4.0,,,
6829,4.0,,,,,,,,,,,,,,,,,,,
6832,3.5,,,,,,,,,,,,,,,2.75,,,,
6835,,,,4.0,,,,,,,,,,,,,,,,
6840,3.5,,,,,,,,,,,,,,,,,,,
6850,3.0,,,3.0,,,,,,,,,3.5,,,,,,,
6851,,,,3.5,,,,,,,,,,,,,,,,
6852,3.5,5.0,,4.5,,,,,,,,,,,,,,,,
6856,3.0,,,4.0,,,,,,,,,,,,,,,,
6857,3.5,,3.5,3.0,,,,4.5,,,,,,,,3.0,,,3.0,
6858,3.5,,,4.0,,,,,,,,,,2.0,,,3.5,,,
6862,3.5,,,,,,,,,,,,,,,3.5,,,,
6863,3.79,2.5,4.0,3.05,4.0,,,4.0,2.62,,,4.25,3.69,4.25,,3.38,3.83,3.83,5.0,3.0
6864,,,,3.0,,,,,,,,,,,,,4.5,,,
6867,1.0,,,3.5,,,,,3.5,,,,3.62,,,4.0,,4.0,,4.5
6868,,,,3.83,,,,,,,,,,,,,,,,
6869,3.0,,,4.0,,,,,,,,,,,,,,,5.0,4.5
6870,3.4,3.88,,3.91,2.5,4.0,,4.0,2.75,,,,3.44,,,4.0,4.0,3.0,3.0,4.0
6872,0.5,,,,,,,,,,,,,,,,,,,
6873,3.12,,,3.67,,,,,1.0,,,,3.17,,,,3.5,3.0,3.0,
6874,3.89,4.29,4.0,3.58,,4.5,4.0,4.6,2.58,,,,3.73,4.5,,3.64,4.46,3.56,3.58,2.5
6875,,,,,,,,,1.0,,,,,,,,,,,
6877,,,,,,,,,,,,,,,,,,4.0,,
6879,3.0,3.75,,3.5,,,,,2.75,,,,,,,,3.5,,,
6880,,,,3.25,,,,,1.5,,,,,,,,,,,
6881,3.5,,,3.62,,,,1.0,,,,,4.5,,,4.0,4.0,4.0,,
6883,,,,,,,,,,,,4.5,,,,,,,,
6884,,,,4.0,,,,,,,,,,,,,,,,
6885,1.0,,,,,,,,1.0,,,,,,,,,,,
6887,3.0,,,3.0,,,,,,,,,,,,,,,,
6888,1.75,5.0,,2.5,,,,,2.5,,,,3.5,,,,1.0,,2.5,
6889,1.5,,3.5,2.0,,,,,,,,,3.0,,,,,,,
6890,4.0,,,3.25,,,,,3.0,,,,3.5,,,,3.25,,,
6892,2.5,,,,,,,,,,,,,,,,,,,
6893,3.75,,,2.25,4.0,,,,3.5,,,,4.0,,,,,,,
6896,3.5,,,,,,,,,,,,,,,,,,,
6898,,,,4.0,,,,,,,,,,,,,,,,
6902,,4.0,,3.5,,,,,,,,,,,,,4.0,,,
6906,,,,2.5,,,,,,,,,,,,,,,,
6909,3.0,4.0,,,,,,5.0,3.0,,,,,,,,,,,
6918,,,,,,,,,,,,,5.0,,,5.0,,,,
6920,,,,,,,,,,,,,,4.5,,,,,,
6927,3.5,,,,,,,,,,,,,,,,,,3.0,
6930,,,,,,,,,,,,,3.5,,,,,,,
6932,2.0,5.0,,3.33,,,,,4.5,,,,4.0,,,4.5,3.5,,,
6934,2.4,4.75,2.0,2.84,2.5,,3.5,4.0,2.0,,,,3.17,2.5,,3.62,3.5,4.0,3.5,3.0
6935,,,,3.75,,,,,,,,,,,,,,,,4.0
6936,2.64,,,3.12,3.0,,,4.5,2.12,,,,3.7,3.0,,,4.17,,,
6940,,,,,,,,,4.0,,,,,,,,,,,
6942,2.89,3.75,3.25,3.5,4.5,3.5,4.0,4.0,2.5,,,4.5,3.56,,,3.7,4.25,3.62,4.75,
6944,2.62,,,,3.0,,,,3.0,,,,3.5,,,,,4.5,3.5,
6945,3.0,,,4.0,,,,,,,,,,,,,,,,4.0
6947,2.71,4.0,,3.42,,,,4.75,1.0,,,,3.75,4.0,,4.12,3.5,3.67,3.25,
6950,2.5,,,,,,,,,,,,,,,,,,,
6951,,,,,,,,2.5,,,,,,,,0.5,,4.0,,
6952,,,,3.0,,,,,,,,,3.5,,,,,,3.5,
6953,2.0,4.25,,3.65,,3.5,,1.5,1.75,,,,3.62,4.0,,4.0,3.38,,2.0,
6954,,,,4.25,,,5.0,,,,,,3.0,,,,4.5,,4.5,
6957,3.17,3.0,,3.5,,,,,3.5,,,,3.67,,,4.0,3.67,,,
6958,2.5,,,,,,,,,,,,,,,,,,,
6959,4.5,,,,,,,,,,,,3.5,,,,,,,
6961,,,,4.0,,,,,2.5,,,,,,,,,,,
6963,4.0,,,,,,,,,,,,,,,,,,,
6964,,,,3.5,,,,,,,,,,,,,,,,
6966,,,,2.5,,,,,,,,,,,,,4.5,,,
6970,3.0,,,3.5,,,,,,,,,4.0,,,,,,,
6971,,,,3.0,,,,,,,,,,5.0,,,,,,
6974,,,,4.17,,,,,,,,,4.0,,,4.0,,,,
6975,,,,,,,,5.0,3.17,,,,3.83,3.5,,,4.25,,,
6977,,,,3.25,,,,,,,,,,,,,,,,
6978,,,,,,,,5.0,2.5,,,,2.0,,,,3.5,,,3.5
6979,3.14,5.0,3.25,3.69,,,4.0,4.0,3.25,,,,3.75,3.5,,4.0,3.5,4.25,,
6981,,,,,,,,,,,,,2.5,,,,,,,
6982,,,,3.5,,,,,,,,,2.0,,,,4.0,,,
6983,3.5,,,,,,,,,,,,,,,,,,,
6985,3.5,,,4.0,,,,,,,,,4.0,,,5.0,5.0,,,
6986,4.0,4.0,,,,,,,,,,,,,,,,4.5,4.0,
6987,4.0,,,3.67,,,,,3.0,,,,3.67,5.0,,,4.5,,,
6989,,,,3.5,,,,,2.5,,,,,,,,,,,
6990,,,,,,,,,,,,,4.0,,,4.0,4.0,,,
6991,,,,3.5,,,,,,,,,,,,,,,,
6992,,,,3.0,,,,,,,,,,,,,,,,
6993,3.67,,,3.5,,,,,,,,,4.0,4.25,,1.5,4.5,,,5.0
6995,,,,,,,,,1.0,,,,,,,,,,,
6996,2.0,,,3.0,,,,,,,,,2.5,,,,,,1.5,
6997,,,,3.0,,,,,,,,,,,,,,,,
6999,,,,,,,,,,,,,3.5,,,,,,,
7000,2.0,,,,,,,,2.5,,,,3.33,,,,,,,
7001,2.5,,,4.0,,,,,,,,,3.5,,,,,4.0,,
7002,,,,,,,,,,,,,4.5,,,,,,,
7003,,,,,,,,,2.0,,,,,4.0,,,,,,
7004,2.0,3.5,,3.0,,,4.0,5.0,2.33,,,,2.0,4.0,,,,,,
7005,,,,2.0,,,,,0.5,,,,,,,,,,2.0,
7007,3.5,,,3.5,,,,4.0,2.75,,,,,,,,,,,
7008,2.0,,,4.5,,,,,3.25,,,,1.5,,,,,,,
7009,3.0,,,3.0,,,,,,,,,,,,,,,,
7010,,,,4.0,,,,,3.5,,,,,,,,,,,
7011,,,,3.5,,,,,,,,,,,,,,,,
7012,,,,,,,,,2.0,,,,,,,,,,,
7013,4.0,5.0,,3.33,,,,,,,,,4.33,3.75,,,,,,
7016,1.0,,,,,,,,,,,,,,,,,,,
7017,3.5,,,2.5,,,,,,,,,,,,,,,,
7018,3.5,,,3.0,,,,,,,,,2.0,,,,,,,
7020,,,,4.0,,,,,,,,,,,,,,,,
7022,2.83,,3.5,4.3,,5.0,,,4.0,,,,2.8,4.5,,4.0,4.38,3.0,4.5,
7023,,,,3.0,,,,,,,,,,,,,,,,
7024,,,,,,,,,3.0,,,,,,,,5.0,,,
7025,3.5,,,,,,,,,,,,,,,4.5,,,,
7026,,,,,,,,,2.0,,,,,,,,,,,
7027,,,,3.83,,,5.0,3.0,,,,,,,,,,,,
7028,,,,,,,,,3.5,,,,,,,4.5,4.0,,,
7029,,,,,,,,,3.0,,,,,,,,,,,
7034,,,,3.75,,,,,3.25,,,,,,,,,,,4.5
7036,2.83,,,3.25,,,,,2.5,,,,2.0,,,,3.5,,,
7038,,,,3.5,,,,,,,,,3.75,,,,,,,
7040,,,,3.0,4.0,,,,,,,,,,,,,,,
7042,,,,2.0,,,,,1.5,,,,2.5,,,,4.0,,,
7043,3.5,,,,,,,,,,,,,,,,5.0,,,
7044,3.0,4.5,,3.0,,,,,3.0,,,,,2.5,,,4.5,,,
7045,2.5,,,3.5,,,,4.5,,,,,3.5,,,,,,,
7046,2.75,,,1.75,,,,,,,,,3.5,,,,,,4.0,
7048,,,,4.0,,,,,,,,,,,,,,,,
7050,,,,3.5,,,,,,,,,,,,,,,,
7051,,,,4.0,,,,,,,,,,,,,,,,
7055,,,,3.5,,,,,,,,,,,,,,,,
7056,4.0,4.0,,4.0,,,,,,,,,,,,3.5,,,,
7058,,,,,,,,,3.0,,,,,,,,,,,
7059,3.5,,,,,,,,,,,,,,,,,,,
7060,3.0,,,3.33,,,,,,,,,2.0,,,,,4.5,,
7061,,,,3.5,,,,,,,,,,,,,,4.5,,
7062,3.0,3.0,,4.0,,,,,,,,,,,,,,4.0,,
7063,5.0,4.5,,3.0,,,,,,,,,4.5,4.5,,,4.83,,,
7064,,2.0,,4.25,,,,,,,,,5.0,3.0,,,4.5,4.0,,
7065,3.5,,,,,,,,2.5,,,,,,,,,,,
7067,,,,3.0,,,,,,,,,,,,,,,,
7068,,,,3.0,,,,,,,,,,4.5,,,2.5,,,
7069,,,,4.0,,,,,,,,,,4.5,,,,,,
7070,,,,,,,,,,,,,3.75,,,,,,,
7071,,,,2.5,,,,,,,,,,,,,4.0,,,
7072,,,,4.5,,,,,,,,,3.83,,,,,,,
7073,3.5,,,3.75,,,,,,,,,4.5,,,,,3.5,,
7074,4.5,,,,,,,,,,,,,,,,,,,
7075,3.5,,,4.5,,,,5.0,,,,,4.5,,,5.0,,,,
7076,2.83,,,,,,,,,,,,,,,,,,,
7078,,,,3.25,,,,,,,,,3.5,,,,,4.0,,
7079,,4.0,,3.0,,,,,,,,,,,,,,,,
7080,,,,3.0,,,,,,,,,4.0,,,,,,,
7081,,,,,,,,,,,,,,,,,5.0,,,
7082,,,,,,,,,,,,,4.0,,,,,,,
7083,,,,2.5,,,,,,,,,,,,,,,,
7084,3.17,,,4.0,,,,,,,,,4.0,3.5,,,4.0,,,
7085,3.5,,,,,,,,,,,,,,,,,,,
7086,,,,,,,,,,,,,,,,,,3.0,,
7087,,,,5.0,,,,,,,,,,,,,,5.0,,
7088,,,,4.5,,,,,,,,,4.0,,,,,,,
7089,3.75,5.0,,4.5,,,,,,,,,,4.0,,,3.5,,,
7090,3.62,5.0,4.0,3.75,3.0,,,,2.75,,,,4.75,4.12,,4.0,4.5,3.75,3.5,
7091,4.0,,,4.25,,,,4.5,,,,,,,,,4.5,3.0,,
7093,,,,0.5,,,,,,,,,,,,,,,,
7095,2.5,,,,,,,,,,,,,,,,,,,
7096,4.0,,,,,,,,,,,,,,,,,,,
7099,4.0,,4.75,3.64,,,4.17,5.0,,,,,3.0,,,4.5,4.5,,4.0,4.5
7101,3.0,,,3.5,2.5,,,,,,,,,,,,,,,
7102,2.5,,,1.5,,,,,2.5,,,,3.0,,,,,,,
7104,2.0,3.5,,3.0,,,,,,,,,2.0,,,,,,,
7107,3.0,,,3.5,,,,,,,,,,,,,,,,
7108,,,,,,,,,1.5,,,,,,,,,,,
7110,,,,,,,,,3.0,,,,,,,,,,,
7111,,,,4.5,,,,,,,,,,,,,,,,
7115,,,,,,,,,3.0,,,,,4.5,,,,,,
7116,,5.0,,4.5,,,,,,,,,,4.75,,,,,,
7117,3.0,,,3.0,,,,,,,,,,,,,,,,
7121,3.0,,,4.0,,,,,,,,,3.5,,,4.0,3.5,4.5,,
7122,,,,4.0,,,,,,,,,3.5,,,,,,,
7123,,,,4.0,,,,,2.83,,,,,5.0,,,5.0,,,
7125,,,,3.5,,,,,,,,,,,,,,,,
7126,,,,4.5,,,,,,,,,,,,,,,,
7130,,,,4.0,,,,,,,,,,,,,,,,
7131,,,,3.5,,,,,,,,,,,,,,,,
7132,4.5,,,3.83,,,,,3.0,,,,3.75,4.0,,,4.5,,,
7135,3.0,,,3.0,,,,,,,,,,4.25,,,,,,
7136,,,,4.0,,,,,,,,,5.0,4.0,,,4.0,,,
7137,3.67,,,4.0,,,,,,,,,,,,,,,,4.5
7139,3.88,5.0,,4.12,,,,3.5,,,,,3.5,,,4.0,3.0,4.0,2.0,4.25
7142,,,,2.0,,,,,,,,,4.0,,,,,,,
7143,4.2,4.17,2.0,3.67,,,4.0,4.17,2.33,,,,3.62,3.5,,3.1,3.75,4.0,4.25,3.5
7147,3.8,,4.0,3.5,,,,4.8,1.33,,,4.0,3.68,5.0,,4.25,4.42,4.1,3.75,
7149,2.5,,,3.25,,,,,,,,,4.0,,,3.5,3.5,,4.5,
7150,2.75,,,2.0,,,,,,,,,,,,,,,,
7151,3.0,,,,,,,,,,,,4.0,,,4.0,4.0,,,
7152,,,,,,,,,,,,,,4.0,,,,,,
7153,3.91,4.21,5.0,3.9,4.0,0.5,4.33,4.78,2.0,,,,3.96,4.25,,4.4,4.19,4.47,4.21,3.5
7154,3.33,,3.0,1.5,,,,,,,,,,,,,5.0,,4.0,
7155,,,4.0,,,,,1.0,,,,,4.0,,,,,4.0,,
7156,3.83,,,4.0,,,,4.75,3.0,,,,3.5,,,,4.0,4.0,,4.5
7158,,,4.0,3.67,,,,,,,,,,,,3.5,2.5,3.5,2.5,
7160,2.88,,,3.9,,,4.5,,,,,,3.0,,,4.0,4.0,3.25,,
7161,,2.0,,2.0,,,,,,,,3.5,2.5,2.0,,,,3.5,,
7162,2.5,4.0,,3.83,,,,,1.0,,,,2.5,,,3.5,4.17,,4.0,
7163,4.0,,3.25,1.75,,,,5.0,2.0,,,,3.5,2.0,,,,,3.0,
7164,3.12,,,,,,,,3.0,,,,,,,,,4.5,,
7165,,,,3.0,,,,,,,,,4.0,,,,,,,
7171,2.5,,,3.25,,,,,,,,,,,,,,,,
7172,,,,,,,,,,,,,,,,,,,,4.0
7173,2.67,,,2.17,3.0,,,,0.5,,,2.5,2.75,,,1.5,,,3.0,
7177,,,,,,,,,,,,,,,,4.0,,,4.0,
7178,3.5,,,,,,,,,,,,,,,,,,,
7179,4.0,,,,,,,,,,,,,,,,,,,
7180,,,,4.0,,,,,,,,,,,,,,,,
7182,,,,3.0,,,,,,,,,,,,,,,,
7186,,,,,,,,,,,,,3.5,,,,,,,
7189,1.5,,,,,,,,,,,,,,,,,,,
7190,,,,4.0,,,,,,,,,,,,,,,,
7192,,,,2.0,,,,,,,,,,,,,,,,
7193,,,,3.5,,,,,,,,,,,,,,,,
7195,3.5,,,,,,,,,,,,,,,,,,,
7196,3.0,,,,,,,,,,,,,,,,,,,
7198,3.0,,,,,,,,,,,,,,,,,,,
7199,,,,,,,,,1.0,,,,,,,,,,,
7204,,,,,,,,,0.5,,,,,,,,,,,
7206,,,,,,,,,,,,,,,,,,,,4.0
7207,3.0,,,,,,,,,,,,,,,,,,,
7208,,,,,,,,,,,,,,,,,5.0,,,
7209,4.0,,,,,,,,,,,,,4.0,,,3.0,,,
7210,3.5,,,,,,,,,,,,,4.0,,,4.0,,,
7211,,,,,,,,,,,,,,4.5,,,,,,
7212,3.5,,,,,,,,,,,,4.0,,,,,3.5,5.0,
7215,4.5,,,3.83,,,,,,,,,,4.0,,,4.0,,,
7216,,,,3.17,,,,,,,,,,,,,,,,
7217,3.5,,,4.0,,,,,,,,,,,,,,,,
7219,,,,4.0,,,,,,,,,,,,,,,,
7222,,,,3.0,,,,,,,,,,,,,,,,
7223,2.5,,,3.0,,,,,,,,,,4.0,,,,,,
7228,,,,,,,,,,,,,2.5,,,,,,,
7234,,4.0,,,,,,,,,,,4.0,4.0,,4.0,3.5,,,
7235,,,,3.5,,,,,3.0,,,,5.0,,,,5.0,,4.5,
7236,,,4.0,2.0,,,,,,,,,,,,,,,,
7238,4.0,,,,,,,,,,,,,,,,,,,
7245,1.0,,,,,,,,,,,,,,,,,,,
7247,4.25,,,2.25,,,,4.0,,,,,,,,,,,,
7248,,,,3.0,,,,,,,,,,,,,,,,
7250,2.0,,,,,,,,,,,,,,,,,,,
7254,2.5,4.5,3.5,3.77,4.0,2.5,,4.0,2.17,,,2.5,3.25,3.67,,3.67,3.75,3.75,2.75,4.0
7255,2.33,,,2.0,,,,,,,,,3.5,,,,,,,
7256,3.5,4.0,,4.5,,,,5.0,,,,,,,,,5.0,,3.5,4.0
7257,2.0,,,,,,,,2.5,,,,,,,,,,,
7258,1.5,,,,,,,,,,,,,,,,,,,
7260,,,,,,,,,,,,,,,,,5.0,,,
7263,3.5,,,3.75,,,,,,,,,4.17,,,4.0,4.5,3.5,,
7265,,,,3.5,,,,,3.75,,,,4.25,,,5.0,,,3.0,3.5
7266,,,,3.25,,,,,,,,,,,,,,,,
7272,,,,2.5,,,,,,,,,,,,,,,,
7282,,,,0.5,,,,,,,,,,,,,,,,
7283,3.0,,,,,,,,0.5,,,,,,,,,,,
7285,4.0,,,3.8,,,,,,,,,4.5,,,,,,,
7293,2.17,4.0,3.0,3.33,4.0,,,4.75,2.0,,,4.0,3.21,,,3.75,4.0,,4.0,
7294,1.5,,,2.0,,,,,,,,,3.0,,,,,,,
7299,,,,,,,,,,,,,,,,,4.0,,,
7300,,,,4.5,,,,,,,,,,3.5,,,,,,
7302,,,,,,,,,,,,,,,,,5.0,,,
7303,3.0,,,3.5,,,,,,,,,4.0,,,,,,,
7305,2.5,,,,,,,,,,,,,,,,,,,
7307,,,,4.0,,,,,,,,,,,,,,,,
7308,,,,3.5,,,,,,,,,3.0,,,,,,,
7309,4.0,,,,,,,,,,,,,,,,,,,
7311,3.0,,,,,,,,,,,,,,,,,,,
7312,,,,,,,,,0.5,,,,,,,,,,,
7315,2.0,,,,,,,,,,,,,,,,,,,
7316,1.0,,,,,,,,,,,,,,,,,4.0,3.0,
7317,1.75,,,3.62,,,4.5,4.0,2.33,,,,3.5,3.0,,4.0,,,,
7318,3.0,,3.5,3.5,,,,,1.25,,,,3.5,,,,3.25,4.0,3.0,
7319,3.0,,,,,,,,,,,,,,,,,,,
7320,3.0,,,,,,,,,,,,4.5,,,,,,4.0,
7323,,4.0,,3.67,,4.5,,5.0,1.25,,,,4.0,3.75,,,4.67,,4.0,3.17
7324,2.75,,4.0,2.5,,,,4.5,,,,,4.5,,,,,,3.5,
7325,3.0,,,2.0,3.5,,,,1.83,,,,2.5,2.0,,3.5,,,2.75,3.0
7327,,4.5,,4.0,,,,,2.75,,,,,4.5,,,4.0,,4.0,4.0
7334,3.25,,,3.0,,,,,,,,,,,,,,,,
7340,,4.5,,,,,,,,,,,,,,,,,,
7343,1.5,,,,,,,,,,,,,,,,,,,
7346,,4.0,,3.12,3.5,,,4.0,3.0,,,,2.83,,,3.5,,,,
7347,1.5,3.5,,,,,,,,,,,3.25,,,4.0,3.5,,,
7348,,,,2.75,,,,,2.0,,,,,4.0,,4.0,,4.0,,
7349,,,,,,,,,,,,,,,,,,,,4.5
7352,,,,4.0,,,,,,,,,,,,,,,,
7354,,,,3.0,,,,,,,,,,,,,,,,
7355,,,,,,,,5.0,,,,,,,,,,,,
7357,4.0,,,3.5,,,,,,,,,,,,,,,,
7358,,,,2.5,,,,,,,,,,,,,,,,
7360,2.83,4.5,4.0,3.62,3.5,,,,2.17,,,,3.75,,,4.0,3.0,3.25,,
7361,3.25,4.45,3.75,4.02,3.75,,,4.69,4.0,,,2.67,4.19,4.5,,4.28,4.38,4.0,4.0,4.25
7362,,4.0,,2.5,,,,,,,,,4.0,,,3.0,,,,
7366,1.0,,3.5,2.0,,,,,,,,,,,,,3.0,,,1.5
7367,2.5,,,2.0,,,,,2.5,,,,,,,3.0,,2.5,,
7369,0.5,,,,,,,,,,,,4.0,,,,,,,
7371,3.0,,,,,,,,2.5,,,,4.25,5.0,,,4.75,,,
7372,3.0,,,,,,,,,,,,,,,,,,,
7373,3.3,,4.0,3.1,,,,,2.0,,,,3.5,,,3.25,,4.25,,
7374,,,,,,,,4.0,,,,,,,,,,,,
7375,4.0,,,,,,,,,,,,4.0,,,,,5.0,,
7376,,,,3.0,,,,,2.0,,,,,,,,,,,
7379,,,,,,,,,,,,,,,,,4.0,,,
7380,3.0,,,,,,,,,,,4.0,4.5,,,,4.0,4.5,4.0,
7381,1.5,,,,3.0,,,,,,,,,,,,,,3.5,
7382,,,,3.0,,,,,,,,,,,,,,4.0,,3.5
7386,3.88,4.5,3.0,3.5,,,5.0,5.0,,,,,3.0,,,,4.5,,,
7387,2.5,4.5,4.5,3.33,,,,,3.0,,,,4.5,,,,4.5,,,
7394,3.0,,,3.0,,,,,,,,,,,,,,,,
7395,,,,3.5,,,,,,,,,,,,,,,,
7396,,4.5,,4.0,,,,,,,,,,4.0,,,4.0,,4.0,
7407,2.5,,,,,,,,,,,,,,,,,,,
7411,,,,2.0,,,,,,,,,,,,,,,,
7415,,,,2.5,,,,,,,,,,,,,,,,
7419,3.5,,,4.5,,,,,3.5,,,,3.75,,,,4.0,,,
7437,,,,,,,,,,,,,,,,,,3.0,,
7438,3.75,4.1,4.0,3.58,,4.5,3.5,4.25,2.6,,,,3.38,3.5,,3.4,4.15,3.5,4.3,2.33
7439,1.25,,,2.5,4.0,,,,3.5,,,,,,,,3.0,,4.0,
7444,1.5,1.5,,2.25,,,,3.5,0.75,,,4.25,3.62,,,2.5,5.0,4.0,,
7445,3.0,4.0,,3.1,,,,,2.67,,,,4.0,2.5,,4.5,4.0,3.75,,
7448,,,,0.5,,,,,,,,,,,,,,,,
7449,1.5,,,,,,,,,,,,,,,,,4.0,,
7450,2.0,,,,,,,,,,,,,,,,,,,
7451,2.7,,3.5,3.6,,2.0,,,2.75,,,,4.25,4.0,,,3.5,4.0,4.5,4.25
7453,,,,,,,,,,,,,,,,,,3.0,,
7454,2.62,,,2.3,,,,4.0,,,,,3.5,,,3.0,,,2.0,
7456,,,,,,,,,,,,,,,,,,,4.5,
7458,2.43,4.67,3.5,3.0,,,,4.0,1.5,,,,3.33,,,2.75,3.5,3.83,3.5,
7459,,,,4.5,,,,,,,,,,,,,,,5.0,
7460,2.0,,,2.0,,,,,,,,,,,,4.0,4.5,,,3.75
7478,3.5,,,4.5,,,,,,,,,,,,,4.0,,,
7481,,,,3.83,,,,,,,,,,,,,,,2.0,
7482,,,,4.0,,,,4.5,,,,,3.5,,,,,,,
7484,4.0,,,3.5,,,,,4.0,,,,,,,,,,,
7487,,,,4.5,,,,,1.5,,,,,,,,4.0,,,
7492,,,,,,,,,3.0,,,,,,,,,,,
7493,3.75,,,3.75,,,,,,,,,,,,,,4.0,,
7502,5.0,4.88,,4.17,4.0,,,5.0,2.75,,,,4.0,,,4.6,4.0,5.0,,
7505,,,,,,,,,0.5,,,,,,,,4.5,,,
7541,,,,,,,,,3.5,,,,3.0,,,,,,,
7560,3.5,,,,,,,,3.5,,,,,,,,3.0,,,
7564,,,,,,,,,,,,,,,,,,,,5.0
7566,4.5,5.0,,4.5,,,,,,,,,,,,,4.5,,,
7569,3.0,,,3.25,3.0,,4.0,5.0,3.5,,,,3.5,,,4.25,4.0,,,
7570,2.5,,,,3.5,,,,,,,,4.0,,,3.75,,,,
7571,,,,4.0,,,,,,,,,,,,,,,,
7572,4.0,3.0,,3.5,,,,,,,,,,,,,,,,
7573,2.5,,,3.0,2.0,,,,2.5,,,,3.5,,,4.0,,,,
7574,,,,,,,,,,,,,,,,,,,,5.0
7577,,,,0.5,,,,,,,,,,4.0,,,,,,
7579,2.0,,,,,,,,,,,,4.5,,,,2.0,,,
7583,,,,3.5,,,,,,,,,,,,,,,,
7584,3.25,,,3.5,,,,,,,,,3.5,,,,,,,
7585,,,,2.0,,,,,,,,,,,,,,,,
7586,,,,,,,,,,,,,4.0,,,,,,,
7587,,4.0,,3.5,,,,,,,,,4.0,5.0,,,,,,
7613,,,,3.0,,,,,,,,,,,,,,,,
7614,3.5,,,3.75,,,,,,,,,3.5,,,,,,,
7615,,,,3.5,,,4.0,,,,,,,,,,,,,
7616,,,,4.5,,,,,3.0,,,,,,,,,,,
7619,3.5,,,4.0,,,,,,,,,,,,,,,,
7620,,,,4.0,,,,,,,,,,,,,,,,
7624,,,,,,,,,,,,,4.0,,,,,4.0,,
7625,,,,,,,,,,,,,,,,,4.0,,,
7627,,,,,,,,,,,,,,,,,4.5,,,
7636,,,,1.0,,,,,,,,,,,,,,,,
7649,3.5,,4.5,2.5,,,,5.0,,,,,,,,,5.0,,4.0,
7650,,,,,,,,,3.0,,,,,,,,,,,
7669,4.0,4.0,,5.0,,,,,,,,5.0,,,,,4.0,,,4.5
7697,,,,3.5,,,,,,,,,,,,,,,,
7698,4.5,,,4.5,,,,,3.0,,,,,,,,,,,
7700,,,,,,,,,,,,,,5.0,,,4.5,,,
7701,,,,1.25,,,,,,,,,,,,,,2.5,,
7702,3.5,,,,,,,,,,,,,,,,,,,
7705,3.5,,,,,,,,,,,,,,,,,,,
7706,4.25,,,3.75,,,,,,,,,1.5,,,,4.0,,,
7708,,,2.5,,,,,,,,,,,,,,,,,
7713,,,,2.5,,,,,,,,,3.5,4.5,,,,,,
7714,3.5,,,4.0,,,,,,,,,,,,,,,,
7720,,,,,,,,5.0,,,,,3.5,,,,,,,
7728,2.5,,,3.0,,,,,,,,,,4.5,,,4.5,,,
7738,,,,3.5,,,,,,,,,4.0,,,,,,,
7743,,,,3.25,,,,,,,,,,,,,,,,
7748,3.5,,,,,,,,,,,,3.5,,,,,,,
7753,3.5,,,,,,,,,,,,,,,,,,,
7757,4.0,,,4.5,,,,4.0,,,,,4.0,,,,,,,
7759,,,,,,,,,,,,,1.0,,,,,,,
7762,,,,,,,,,3.0,,,,,,,,,,,
7764,,,,,,,,,,,,,,,,,3.0,,,
7766,,,,3.88,,,,,,,,,4.0,4.5,,,,,,
7767,,,,4.0,,,,,,,,,,,,,5.0,,,
7771,,,,,,,,4.0,,,,,4.5,5.0,,,,,,
7773,,5.0,,,,,,,,,,,,,,,,,,
7774,,,,,,,,,,,,,,,,3.5,,,,
7782,3.0,,,,,,,,,,,,,,,,4.0,,,
7786,,,,,,,,,,,,,,,,,,,,3.5
7787,4.5,,,,,,,,,,,,,,,,,,,
7789,,,,,,,,,2.0,,,,,,,,,,,
7790,,,,,,,,,,,,,4.0,,,,,,,
7791,2.5,,,2.0,,,,,,,,,,,,4.0,,,,
7792,,,,,,,,,2.5,,,,,4.0,,,3.5,,,
7802,4.0,,,4.25,,,,,4.0,,,,4.5,,,,,,,
7809,,,,,,,,,,,,,,,,3.5,,,3.5,
7810,,,4.0,2.5,,,,,,,,,,,,,4.5,,,
